code,ko_name,en_name,description,page
ENG2114,공학과지식재산 캡스톤디자인 (,)(Engineering and Intellectual Property),"최근 산업계에서 IP ( 관련법 특허법 디자인법 상표법 저작권법 아이디어를 특허화하는 방법 침해에 대응하는 방법 특허 또는 상표 출원방법을 배우고 조별 개조 아이디어의 특허출원을 목표로 한다 본 수업은 다양한 전공의 학생을 대상으로 한다 . IP(intellectual property) . 의 중요성이 더욱 부각되고 있다 본 수업에서는 가지 , , , ) (10 (Engineering Economics) 경제성공학 ( ) ), , , .",173
ENG3002,4,,"과학기술인 입장에서 필요한 금융 및 재무관련 이론지식을 배우고 관련된 기업사례에 대해서 팀별로 발표함을 주 내용으로 함. 특히 계속기업 활동에 있어서 필요한 투자계획 수립 및 타당성 평가 시에 적합한 의사결정과정에 대해서 배우며 금융시장 및 관련된 파생상품 기초이론에 대해서도 학습함을 목표로 한다. ,",173
ENG3007,"과학기술과사회 , , ,","(Science, Technology and Society)","이 수업은 첫째 과학과 기술의 역사 및 사회적 변화 과정에 대한 학습을 통하여 과학과 기술의 사회적 의미와 상호관련성을 인식하고 둘째 공학과 엔지니어들의 의사결정이나 행위가 사회에 미치는 영향을 인식하는데 기초하여 직업적 도덕적 책임감을 갖추며 셋째 자신의 생각이나 견해를 글과 언어로 표현하는 능력을 향상시키며 넷째 서로 다른 전공 출신의 사람들과 함께 팀을 이루어 결과물을 작성하는 학제적 협동능력을 키우는데 목표를 둔다. , , ,",173
ENG3008,공학회계,(Engineering Accounting),"회계에 대한 기본 원리와 기업 운영에 관련된 회계 이슈 등에 대해 포괄적으로 소개함으로써 엔지니어로서 산업에서 발생하는 회계 처리 및 원가에 대한 개념을 이해하고 나아가 산업 현장에서의 특정 업무를 회계적 관점에서 바라볼 수 있는 기초를 배양시키고자 한다. ,",173
ENG3009,테크노리더십,(Techno-Leadership),"공학 기술 사회에 대한 비전을 제시하고 이를 실천해 옮길 수 있는 리더십을 갖춘 엔지니어의 양성을 위해 전략적 사고, 커뮤니케이션 스킬 리더로서 갖추어야 할 교양 및 매너를 습득한다 , .",173
ENG3011,기술창조와특허,(Technic Creation and Patent),"과학기술의 진보와 지식재산 지식재산의 체계와 메커니즘 지식재산의 관리전략 지식재산의 뉴프론티어 사례를 통한 , , 지식재산의 이해 특허정보의 활용방법 및 조사방법에 대한 탐구와 이해를 목표로 한다 . , , ,",173
ENG3012,창업,103:21C,"기술경영 (21C Technology Management) 성공적인 중기업의 목적을 둔다. CEO 들로부터 이들의 경험과 지식을 바탕으로 공대생들에게 비즈니스적인 마인드를 함양하고자 함에 ,",173
ENG3014,지식재산가치평가와금융 R&D /IP,(IP Valuation) 및 성과활용 과정 즉 /IP,"기술이 적용된 사업 제품 서비스 을 통해 부가가치를 창출하는 ) 공과대학생들에게 IP/ 사업화단계별 기술 의 활용 기슬 사업에 대한 경제적 평가 평가결과와 연계하여 기업에 대한 기술 금융 공급 이론과 실무사례를 다루어 봄으로써 기술사업화와 기술평가실무역량 및 금융활용능력을 제고하고 나아가서 공학과 경영의 연계 의미와 중요성을 인식할 수 있다. , ( / , , (IP)",173
ENG3016,"인공지능과지식재산 , AI",(Artificial Intelligence and Intellectual Property),"인공지능 가 생성한 소프트웨어 빅데이터 활용 등 최신 인공지능기술과 관련된 법적 윤리적 이슈를 알고 이를 둘러싼 지식재산권 내용을 이해하며 인공지능 분야에 적용되는 특허권 저작권 상표권 영업비밀 등 지식재산권 시스템 전반을 이해 , , 이를 어떻게 보호하고 이익을 창출할 수 있는지 이해하도록 함 기술개발 및 지식재산권보호를 위한 오픈소스소프트웨어 라이센스 및 기타 라이센스의 역할을 이해하고 활용하며 인공지능기술과 관련한 기타 사회적 윤리적 법적 이슈들을 검토하고 입장을 정해 찬반 주장을 펼치며 토론할 수 있다. , , , , .",173
ENG3017,창업,,"308: 스타트업리걸클리닉 (Start-Up308: Startup Legal Clinic) 회계에 대한 기본 원리와 기업 운영에 관련된 회계 이슈 등에 대해 포괄적으로 소개함으로써 엔지니어로서 산업에서 발생하는 회계 처리 및 원가에 대한 개념을 이해하고 나아가 산업 현장에서의 특정 업무를 회계적 관점에서 바라볼 수 있는 기초를 배양시키고자 한다. ,",173
ENG3404,창업,304:X-design(,캡스톤디자인 )(Start-Up 304:X-design) 172 ■ 2025 연세대학교 대학요람,173
ENG3405,창업 Community) 이 수업에서는 공과대학생이 학제간 팀을 이루어 지역사회가 직면한 문제를 찾고 그 문제를 창의적으로 해결해 보는 경험을 제공한다 이 수업의 목적은 창의적 문제해결 능력 개발과 다른 분야와 협력하는 능력을 증진하고 지역사회를 위한 엔지니어의 자부심과 효능감을 갖도록 하는데 있다 엔지니어로서 사회적 역할과 책임의식을 가질 수 있도록 공익을 위한 미래 창업 아이템을 개발하고 팀별로 프로토타입을 제작하며 발표한다. (Introdcution to AI Engineering),,지역사회를위한창의적문제해결 캡스톤디자인 404: )(Start-Up 404: Creative Problem Solving for ( . . 공학개론,174
ENG3406 AI,다양한 공학 분야의 학생들에게 기술을 소개하고 각 학과에서의 실제 응용 가능성을 탐구하여 교차학제적인 관점을 제공한 다 이를 통해 학생들은 기술을 자신의 전공 분야에 적용하는 방법을 습득하고 현대 산업 및 사회에서의 문제 해결에 기여할 수 있는 능력 배양한다.,AI,", . AI ,",174
ENG4005 AIM,캡스톤디자인,"(AIM Capstone Desingn) ,","년 연세공학교육의 정신을 기반으로 미래 연세 공학인들에게 (Best Practice) AIM (AI, IoT for Mobility) . (First 100 공학 전공 Knowledge) . AIM 에 대한 주요 문제를 소개한다 이 수업을 통해서 모든 수강생들은 제시된 에서 필요한 실제 문제를 해결하고 그것을 결과에 대해서 동료 평가를 받는다 이 강의는 여러 전공의 주요 문제 중 최소한 개 이상의 AIM , , 학생들의 팀단위 수강을 권장하며 수강생들의 발표 내용을 주요 평가 대상으로 한다 지난 수년동안 연세 공학의 현장 대학원 창업 에서 해결되지 않고 진행중인 문제가 해결되고 그 결과가 공개적인 장소와 미디어에 발표를 반드시 해야한다 관련하 AIM 여 적극 지원을 할 예정 이를 통해 참여 학생에 대한 인센티브는 외부에 본인의 의 주요 난제를 이론적 혹은 실제적 AIM 의 두 가지 방향을 함께 해결하는 것을 목표로 한다 이를 위해 모든 공학 설계 (Engineering Design) , . 1 . , ) Visibility ). 를 높이는 것이다 . ( (",174
ENG4011,"(Business Model Design for Climate Tech Start-up) 기후기술 창업가 정신과 문화를 확산하고 기후기술 창업팀을 발굴할 목적으로 기후기술 창업 과정에 필요한 지식을 교육하고 대, 학원 교수 창업전문가와 한 팀으로 기후기술 창업 비즈니스 모델을 구축하는 전과정을 방식으로 경험하게 하는 것이 목표이다.",,기후기술창업창의설계 Problem-base Learning,174
ENG4012,기후기술창업가세미나,"(Climate Tech Entrepreneur Seminar) ,","기후기술 소개 및 추세 기후기술 시장 및 수요 기후기술 창업 특성과 과정 기후기술 창업의 성공 비즈니스 모델 소개 기후기 술의 사회 기여와 의무에 대해서 기술 전문가 법 제도 전문가 비즈니스 전문가 창업전문가 투자자 등 다양한 외부 전문가들의 경험과 지식을 학생에게 전달하고 토의하는 기회를 만든다. , , , / , , , ,",174
ENG4013,기후기술창업종합설계,(Capstone Design for Climate Tech),"기후기술 창업가 정신과 문화를 확산하고 기후기술 창업팀 발굴의 목적으로 기후기술 창업 과정에 필요한 지식을 교육하고 (ii) Problem-base Learning , 대학원 교수 창업전문가와 한 팀으로 기후기술 창업 비즈니스모델에서 구체적인 사업 계획을 수립하는 전과정을 (i) . 방식으로 학습한다 】 화공생명공학전공 【 ￭ 화공생명공학전공 교육목표 ￭ 기본 교육목표 기독교정신에 입각한 세계화와 정보화 사회에 대한 화공분야의 전문적 글로벌 리더 공학 인재를 양성 구체적 교육목표 가 산업현장에서 화공기술자가 갖추어야할 자질을 함양하고 기술적 문제의 창의적 해결 능력을 배양 나 국가 정책결정에 참여하는 기간인력과 전문 연구 인력으로서 갖추어야할 기본 소양을 함양 다 신공정 및 새로운 첨단분야에서의 응용 및 개척을 위한 역량 개발 라) 창의적인 연구 및 응용능력을 발휘할 수 있는 우수한 기술능력과 도덕적 책임의식 및 협동심을 갖춘 인재 양성 마 국제적 공학인으로서의 역량을 발휘할 수 있는 글로벌 리더로서의 소양 계발 ) ) ) ) 공과대학 ■ 173",174
DAA1001,화공생명공학입문,(Introduction to Chemical Engineering),화공생명공학 학년 학생들이 화공엔지니어가 프로젝트를 수행할 때 사용하는 화학공학적 방법론을 이해하기 쉽도록 기본 원리들을 강의한다 간단한 화학공학 문제들을 통해 앞으로 배우게 될 전공과정에 대한 개괄적이고 핵심적 내용을 1 . 강의하며 화학공학에 대한 포괄적 이해를 가지고 전공에 입문하는 과정을 알 수 있도록 강의한다.,177
DAA2130,화공수학,(Chemical Engineering Mathematics),"화학공정의 정량적 이해에 필수적으로 요구되는 수학적 모델의 개발과 그 모델의 수학적 해를 구하는 방법에 대하여 알아본다. 궁극적으로는 화학공학의 핵심인 유체역학 반응공학 열전달 물질전달 열역학 등의 지식을 이용하여 수학적 모델을 개발하고 이로부터 실제 공정을 예측하는 것을 목표로 한다. , , , ,",177
DAA2140,생화학입문,(Introduction to Biochemistry),"본 강의는 학부생을 대상으로 화공생명공학에서 다루는 생물공학 및 생체소재 분야 연구의 기초가 되는 생화학을 학습한다 이를 위해 생명현상에 대한 이해를 기반으로 하여 세포의 구조 및 역할 단백질 탄수화물 지질 및 핵산의 구조 및 생화학적 특성에 대해 강의한다. , , ,",177
DAA2150,온실가스저감연구 기후변화협약에 가입한 우리나라는 국가로서 지구온난화의 책임과 분담 의무를 이행하여야 한다 이에 공학인뿐만 아니 라 관련 학문에 관심이 있는 학생들은 지구온난화 원인물질 저감 기술 및 대책 정책을 공부하며 새로운 아이디어를 가미한 경제 적 환경적 사회적 해결방안을 논의한다 .,(Reduction of Greenhouse gas),"OECD . , ,",177
DAA2210,화공기초실험,(Basic Chemical Engineering Laboratory),"실험계획법 기본적 실험조작법 실험자료의 처리 및 해석방법 등을 물성측정 실험 기본물리 화학 생물학적 실험을 통하여 습 득시킨다. , , , ,",177
DAA2220,화공실험,(2)(Chemical Engineering Laboratory (2)),"유기 무기제조 및 합성 유체흐름 유량의 측정 유로에서의 압력손실 등의 유체역학 열전도 대류 복사 및 증발 등 열전달의 실 험을 통하여 그 원리들을 이해시킨다. , , , , , ,",177
DAA2230,화공실험,(3) (Chemical Engineering Laboratory (3)),176 ■ 2025 연세대학교 대학요람 .,177
DAA2240,공업분석화학,(Ind Analytical Chem),"기기분석의 원리 이해와 여러 응용 분야를 접하는 것을 목표로 한다 특히 분자의 분석 장비의 작동 원리를 이해하고 실제 분석 결과로부터 결론을 도출하는 방법론을 습득한다. . ,",178
DAA2241,화공컴퓨터모델링,(Chemical Engineering Computer Aided Modeling),"화학공학 분야의 수학적 모델링 수치해석 방법론을 이해하고 컴퓨터 기반의 모델링을 통하여 문제의 해를 찾는 방법을 소개한 다 화공 시스템 모델링을 위한 상용 소프트웨어를 실습해 보면서 모델링에 대한 이해도를 넓힌다 . , , .",178
